Name,CAS Number,SMILES,Formula,Category,Classification 1
teicoplanin,61036-62-2,CCCCCCCCCC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]1OC1=C2OC3=C(Cl)C=C(C=C3)[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3NC(C)=O)[C@@H]3NC(=O)[C@H](NC(=O)[C@@H]4NC(=O)[C@H]5NC(=O)[C@@H](CC6=CC=C(OC1=CC4=C2)C(Cl)=C6)NC(=O)[C@H](N)C1=CC=C(O)C(OC2=CC(O)=CC5=C2)=C1)C1=CC=C(O)C(=C1)C1=C(C=C(O)C=C1OC1O[C@H](CO)[C@@H](O)[C@H](O)[C@@H]1O)[C@H](NC3=O)C(O)=O,C88H97Cl2N9O33,B3,Antimicrobials
telaprevir,402957-28-2,[H][C@@]12CCC[C@]1([H])[C@H](N(C2)C(=O)[C@@H](NC(=O)[C@@H](NC(=O)C1=NC=CN=C1)C1CCCCC1)C(C)(C)C)C(=O)N[C@@H](CCC)C(=O)C(=O)NC1CC1,C36H53N7O6,B2,Antimicrobials
telbivudine,3424-98-4,CC1=CN([C@@H]2C[C@@H](O)[C@H](CO)O2)C(=O)NC1=O,C10H14N2O5,B1,Antimicrobials
telmisartan,144701-48-4,CCCC1=NC2=C(C=C(C=C2C)C2=NC3=CC=CC=C3N2C)N1CC1=CC=C(C=C1)C1=CC=CC=C1C(O)=O,C33H30N4O2,D,Cardiovascular System
temazepam,846-50-4,CN1C2=C(C=C(Cl)C=C2)C(=NC(O)C1=O)C1=CC=CC=C1,C16H13ClN2O2,C,Central Nervous System
temozolomide,85622-93-1,CN1N=NC2=C(N=CN2C1=O)C(N)=O,C6H6N6O2,D,Antineoplastic Agents
temsirolimus,162635-04-3,OCC(C)(CO)C(=O)O[C@@H]1CC[C@@H](C[C@@H](C)[C@]2([H])CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@@H](OC)C[C@]3([H])CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)C[C@H]1OC,C56H87NO16,D,Antineoplastic Agents
teniposide,29767-20-2,[H][C@]12COC(=O)[C@]1([H])[C@H](C1=CC(OC)=C(O)C(OC)=C1)C1=C(C=C3OCOC3=C1)[C@H]2O[C@]1([H])O[C@]2([H])CO[C@H](O[C@@]2([H])[C@H](O)[C@H]1O)C1=CC=CS1,C32H32O13S,D,Antineoplastic Agents
tenofovir,147127-20-6,C[C@H](CN1C=NC2=C1N=CN=C2N)OCP(O)(O)=O,C9H14N5O4P,B3,Antimicrobials
tenoxicam,59804-37-4,CN1C(C(=O)NC2=CC=CC=N2)=C(O)C2=C(C=CS2)S1(=O)=O,C13H11N3O4S2,C,Musculoskeletal System
tepotinib,1100598-32-0,CN1CCC(COC2=CN=C(N=C2)C2=CC(CN3N=C(C=CC3=O)C3=CC(=CC=C3)C#N)=CC=C2)CC1,C29H28N6O2,D,Antineoplastic Agents
terazosin,63590-64-7,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,C19H25N5O4,B2,Cardiovascular System
terazosin,63590-64-7,COC1=C(OC)C=C2C(N)=NC(=NC2=C1)N1CCN(CC1)C(=O)C1CCCO1,C19H25N5O4,B2,Genitourinary System
terbinafine,91161-71-6,CN(C\C=C\C#CC(C)(C)C)CC1=CC=CC2=CC=CC=C12,C21H25N,B1,Antimicrobials
terbutaline,23031-25-6,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,C12H19NO3,A,Cardiovascular System
terbutaline,23031-25-6,CC(C)(C)NCC(O)C1=CC(O)=CC(O)=C1,C12H19NO3,A,Respiratory System
terfenadine,50679-08-8,CC(C)(C)C1=CC=C(C=C1)C(O)CCCN1CCC(CC1)C(O)(C1=CC=CC=C1)C1=CC=CC=C1,C32H41NO2,B2,Allergy and Immune System
teriflunomide,163451-81-8,C\C(O)=C(/C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F,C12H9F3N2O2,X,Allergy and Immune System
testosterone,58-22-0,[H][C@@]12CC[C@H](O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CCC2=CC(=O)CC[C@]12C,C19H28O2,D,Endocrine System
tetrabenazine,58-46-8,COC1=C(OC)C=C2C3CC(=O)C(CC(C)C)CN3CCC2=C1,C19H27NO3,B3,Central Nervous System
tetracaine,94-24-6,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,C15H24N2O2,B2,Ophthalmic Drugs
tetracosactide,16960-16-0,CSCC[C@H](NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@@H](N)CO)C(=O)N[C@@H](CCC(O)=O)C(=O)N[C@@H](CC1=CN=CN1)C(=O)N[C@@H](CC1=CC=CC=C1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CC1=CNC2=C1C=CC=C2)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)NCC(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CCCCN)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC1=CC=C(O)C=C1)C(=O)N1CCC[C@H]1C(O)=O,C136H210N40O31S,D,Diagnostic Agents
tetracycline,60-54-8,[H][C@@]12C[C@@]3([H])C(=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@H]2N(C)C)C(=O)C1=C(O)C=CC=C1[C@@]3(C)O,C22H24N2O8,D,Antimicrobials
thalidomide,50-35-1,O=C1N(C2CCC(=O)NC2=O)C(=O)C2=CC=CC=C12,C13H10N2O4,X,Allergy and Immune System
thiabendazole,148-79-8,N1C2=CC=CC=C2N=C1C1=CSC=N1,C10H7N3S,B3,Antimicrobials
thiethylperazine,1420-55-9,CCSC1=CC2=C(SC3=CC=CC=C3N2CCCN2CCN(C)CC2)C=C1,C22H29N3S2,C,Central Nervous System
thiopropazate,84-06-0,CC(=O)OCCN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(Cl)C=C3)CC1,C23H28ClN3O2S,C,Central Nervous System
thioridazine,50-52-2,CSC1=CC2=C(SC3=CC=CC=C3N2CCC2CCCCN2C)C=C1,C21H26N2S2,C,Central Nervous System
thiotepa,52-24-4,S=P(N1CC1)(N1CC1)N1CC1,C6H12N3PS,D,Antineoplastic Agents
thiothixene,3313-26-6,CN(C)S(=O)(=O)C1=CC2=C(SC3=CC=CC=C3\C2=C\CCN2CCN(C)CC2)C=C1,C23H29N3O2S2,C,Central Nervous System
tiagabine,115103-54-3,CC1=C(SC=C1)C(=CCCN1CCC[C@H](C1)C(O)=O)C1=C(C)C=CS1,C20H25NO2S2,B3,Central Nervous System
tiaprofenic acid,33005-95-7,CC(C(O)=O)C1=CC=C(S1)C(=O)C1=CC=CC=C1,C14H12O3S,C,Musculoskeletal System
tibolone,5630-53-5,[H][C@@]12CC[C@@](O)(C#C)[C@@]1(C)CC[C@]1([H])C3=C(CC(=O)CC3)C[C@@]([H])(C)[C@@]21[H],C21H28O2,D,Endocrine System
ticlopidine,55142-85-3,ClC1=CC=CC=C1CN1CCC2=C(C1)C=CS2,C14H14ClNS,B1,Cardiovascular System
tigecycline,220620-09-7,[H][C@@]12CC3=C(C(O)=C(NC(=O)CNC(C)(C)C)C=C3N(C)C)C(=O)C1=C(O)[C@]1(O)C(=O)C(C(N)=O)=C(O)[C@@H](N(C)C)[C@]1([H])C2,C29H39N5O8,D,Antimicrobials
tilmanocept,1185986-76-8,nan,,C,Diagnostic Agents
timolol,26839-75-8,[H][C@](O)(CNC(C)(C)C)COC1=NSN=C1N1CCOCC1,C13H24N4O3S,C,Cardiovascular System
tinidazole,19387-91-8,CCS(=O)(=O)CCN1C(C)=NC=C1[N+]([O-])=O,C8H13N3O4S,B3,Antimicrobials
tinzaparin,01-08-9041,nan,,C,Cardiovascular System
tioguanine,154-42-7,NC1=NC(=S)C2=C(N1)N=CN2,C5H5N5S,D,Antineoplastic Agents
tiotropium,186691-13-4,[H][C@]12O[C@@]1([H])[C@]1([H])C[C@@]([H])(C[C@@]2([H])[N+]1(C)C)OC(=O)C(O)(C1=CC=CS1)C1=CC=CS1,C19H22NO4S2,B1,Respiratory System
tipranavir,174484-41-4,[H][C@@](CC)(C1=CC(NS(=O)(=O)C2=NC=C(C=C2)C(F)(F)F)=CC=C1)C1=C(O)C[C@@](CCC)(CCC2=CC=CC=C2)OC1=O,C31H33F3N2O5S,B3,Antimicrobials
tirilazad,110101-66-1,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@H]1C(=O)CN1CCN(CC1)C1=CC(=NC(=N1)N1CCCC1)N1CCCC1,C38H52N6O2,B2,Cardiovascular System
tobramycin,32986-56-4,NC[C@H]1O[C@H](O[C@@H]2[C@@H](N)C[C@@H](N)[C@H](O[C@H]3O[C@H](CO)[C@@H](O)[C@H](N)[C@H]3O)[C@H]2O)[C@H](N)C[C@@H]1O,C18H37N5O9,D,Antimicrobials
tolazamide,1156-19-0,CC1=CC=C(C=C1)S(=O)(=O)NC(=O)NN1CCCCCC1,C14H21N3O3S,C,Endocrine System
tolbutamide,64-77-7,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C)C=C1,C12H18N2O3S,C,Endocrine System
tolcapone,134308-13-7,CC1=CC=C(C=C1)C(=O)C1=CC(=C(O)C(O)=C1)[N+]([O-])=O,C14H11NO5,B3,Central Nervous System
tolterodine,124937-51-5,CC(C)N(CC[C@H](C1=CC=CC=C1)C1=C(O)C=CC(C)=C1)C(C)C,C22H31NO,B3,Genitourinary System
tolvaptan,150683-30-0,CC1=CC=CC=C1C(=O)NC1=CC(C)=C(C=C1)C(=O)N1CCC[C@@H](O)C2=C1C=CC(Cl)=C2,C26H25ClN2O3,D,Cardiovascular System
topiramate,97240-79-4,[H][C@@]12CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@]3([H])[C@]1([H])OC(C)(C)O2,C12H21NO8S,D,Central Nervous System
topotecan,123948-87-8,CC[C@@]1(O)C(=O)OCC2=C1C=C1N(CC3=CC4=C(C=CC(O)=C4CN(C)C)N=C13)C2=O,C23H23N3O5,D,Antineoplastic Agents
toremifene,89778-26-7,CN(C)CCOC1=CC=C(C=C1)C(=C(\CCCl)C1=CC=CC=C1)\C1=CC=CC=C1,C26H28ClNO,B3,Antineoplastic Agents
trabectedin,114899-77-3,[H][C@@]12[C@@H]3SC[C@]4(NCCC5=C4C=C(OC)C(O)=C5)C(=O)OC[C@H](N1[C@@H](O)[C@@H]1CC4=CC(C)=C(OC)C(O)=C4[C@H]2N1C)C1=C2OCOC2=C(C)C(OC(C)=O)=C31,C39H43N3O11S,D,Antineoplastic Agents
tramadol,27203-92-5,COC1=CC=CC(=C1)C1(O)CCCCC1CN(C)C,C16H25NO2,C,Central Nervous System
trandolapril,87679-37-6,[H][C@@]12C[C@H](N(C(=O)[C@H](C)N[C@@H](CCC3=CC=CC=C3)C(=O)OCC)[C@@]1([H])CCCC2)C(O)=O,C24H34N2O5,D,Cardiovascular System
tranylcypromine,155-09-9,NC1CC1C1=CC=CC=C1,C9H11N,B2,Central Nervous System
travoprost,157283-68-6,CC(C)OC(=O)CCC\C=C/C[C@H]1[C@@H](O)C[C@@H](O)[C@@H]1\C=C\[C@@H](O)COC1=CC=CC(=C1)C(F)(F)F,C26H35F3O6,B3,Ophthalmic Drugs
treosulfan,299-75-2,CS(=O)(=O)OC[C@H](O)[C@@H](O)COS(C)(=O)=O,C6H14O8S2,D,Antineoplastic Agents
treprostinil,81846-19-7,[H][C@]12C[C@@H](O)[C@H](CC[C@@H](O)CCCCC)[C@@]1([H])CC1=C(C2)C(OCC(O)=O)=CC=C1,C23H34O5,B3,Cardiovascular System
tretinoin,302-79-4,C\C(\C=C\C1=C(C)CCCC1(C)C)=C/C=C/C(/C)=C/C(O)=O,C20H28O2,D,Drugs used in Dermatology
triamterene,396-01-0,NC1=NC(N)=C2N=C(C(N)=NC2=N1)C1=CC=CC=C1,C12H11N7,C,Cardiovascular System
triazolam,28911-01-5,CC1=NN=C2CN=C(C3=CC=CC=C3Cl)C3=C(C=CC(Cl)=C3)N12,C17H12Cl2N4,C,Central Nervous System
trifarotene,895542-09-3,CC(C)(C)C1=CC(=CC=C1N1CCCC1)C1=CC(=CC=C1OCCO)C1=CC=C(C=C1)C(O)=O,C29H33NO4,D,Drugs Used in Dermatology
trifluoperazine,117-89-5,CN1CCN(CCCN2C3=CC=CC=C3SC3=C2C=C(C=C3)C(F)(F)F)CC1,C21H24F3N3S,C,Central Nervous System
trihexyphenidyl,144-11-6,OC(CCN1CCCCC1)(C1CCCCC1)C1=CC=CC=C1,C20H31NO,B1,Central Nervous System
trimethoprim,738-70-5,COC1=CC(CC2=CN=C(N)N=C2N)=CC(OC)=C1OC,C14H18N4O3,B3,Antimicrobials
trimipramine,739-71-9,CC(CN(C)C)CN1C2=CC=CC=C2CCC2=CC=CC=C12,C20H26N2,C,Central Nervous System
triprolidine,486-12-4,CC1=CC=C(C=C1)C(=C/CN1CCCC1)\C1=CC=CC=N1,C19H22N2,A,Allergy and Immune System
triptorelin,57773-63-4,CC(C)C[C@H](NC(=O)[C@@H](CC1=CNC2=CC=CC=C12)NC(=O)[C@H](CC1=CC=C(O)C=C1)NC(=O)[C@H](CO)NC(=O)[C@H](CC1=CNC2=C1C=CC=C2)NC(=O)[C@H](CC1=CNC=N1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(N)=N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O,C64H82N18O13,D,Antineoplastic Agents
troglitazone,97322-87-7,CC1=C(C)C2=C(CCC(C)(COC3=CC=C(CC4SC(=O)NC4=O)C=C3)O2)C(C)=C1O,C24H27NO5S,B3,Endocrine System
tropicamide,1508-75-4,CCN(CC1=CC=NC=C1)C(=O)C(CO)C1=CC=CC=C1,C17H20N2O2,B2,Ophthalmic Drugs
tropisetron,89565-68-4,[H][C@]12CC[C@]([H])(C[C@@]([H])(C1)OC(=O)C1=CNC3=CC=CC=C13)N2C,C17H20N2O2,B3,Central Nervous System
trovafloxacin,147059-72-1,[H][C@@]12CN(C[C@]1([H])[C@H]2N)C1=NC2=C(C=C1F)C(=O)C(=CN2C1=C(F)C=C(F)C=C1)C(O)=O,C20H15F3N4O3,B3,Antimicrobials
tubocurarine,57-95-4,[H][C@@]12CC3=CC=C(OC4=C5C(CC[N+](C)(C)[C@]5([H])CC5=CC(OC6=C(OC)C=C(CCN1C)C2=C6)=C(O)C=C5)=CC(OC)=C4O)C=C3,C37H41N2O6,C,Drugs Used in Anaesthesia
upadacitinib,1310726-60-3,CC[C@@H]1CN(C[C@@H]1C1=CN=C2C=NC3=C(C=CN3)N12)C(=O)NCC(F)(F)F,C17H19F3N6O,D,Musculoskeletal System
ursodeoxycholic acid,128-13-2,[H][C@@]1(CC[C@@]2([H])[C@]3([H])[C@@H](O)C[C@]4([H])C[C@H](O)CC[C@]4(C)[C@@]3([H])CC[C@]12C)[C@H](C)CCC(O)=O,C24H40O4,B3,Alimentary System
vadadustat,1000025-07-9,OC(=O)CNC(=O)C1=C(O)C=C(C=N1)C1=CC(Cl)=CC=C1,C14H11ClN2O4,C,Blood and Haemopoietic System
valaciclovir,124832-26-4,CC(C)[C@H](N)C(=O)OCCOCN1C=NC2=C1NC(N)=NC2=O,C13H20N6O4,B3,Antimicrobials
valdecoxib,181695-72-7,CC1=C(C(=NO1)C1=CC=CC=C1)C1=CC=C(C=C1)S(N)(=O)=O,C16H14N2O3S,C,Musculoskeletal System
valganciclovir,175865-60-8,CC(C)[C@H](N)C(=O)OCC(CO)OCN1C=NC2=C1NC(N)=NC2=O,C14H22N6O5,D,Antimicrobials
valsartan,137862-53-4,CCCCC(=O)N(CC1=CC=C(C=C1)C1=CC=CC=C1C1=NNN=N1)[C@@H](C(C)C)C(O)=O,C24H29N5O3,D,Cardiovascular System
vancomycin,1404-90-6,CN[C@H](CC(C)C)C(=O)N[C@@H]1[C@H](O)C2=CC=C(OC3=C(O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O[C@H]4C[C@](C)(N)[C@H](O)[C@H](C)O4)C4=CC(=C3)[C@@H](NC(=O)[C@H](CC(N)=O)NC1=O)C(=O)N[C@@H]1C3=CC(=C(O)C=C3)C3=C(O)C=C(O)C=C3[C@H](NC(=O)[C@@H](NC1=O)[C@H](O)C1=CC(Cl)=C(O4)C=C1)C(O)=O)C(Cl)=C2,C66H75Cl2N9O24,B2,Antimicrobials
vandetanib,443913-73-3,COC1=C(OCC2CCN(C)CC2)C=C2N=CN=C(NC3=C(F)C=C(Br)C=C3)C2=C1,C22H24BrFN4O2,D,Antineoplastic Agents
vardenafil,224785-90-4,CCCC1=NC(C)=C2N1NC(=NC2=O)C1=C(OCC)C=CC(=C1)S(=O)(=O)N1CCN(CC)CC1,C23H32N6O4S,B3,Cardiovascular System
varenicline,249296-44-4,C1C2CNCC1C1=C2C=C2N=CC=NC2=C1,C13H13N3,B3,Agents used in dependency states
vecuronium,86029-43-8,[H][C@@]12C[C@@H]([C@H](OC(C)=O)[C@@]1(C)CC[C@@]1([H])[C@@]2([H])CC[C@@]2([H])C[C@H](OC(C)=O)[C@H](C[C@]12C)N1CCCCC1)[N+]1(C)CCCCC1,C34H57N2O4,C,Drugs Used in Anaesthesia
vemurafenib,918504-65-1,CCCS(=O)(=O)NC1=C(F)C(C(=O)C2=CNC3=NC=C(C=C23)C2=CC=C(Cl)C=C2)=C(F)C=C1,C23H18ClF2N3O3S,D,Antineoplastic Agents
venetoclax,1257044-40-8,CC1(C)CCC(CN2CCN(CC2)C2=CC=C(C(=O)NS(=O)(=O)C3=CC=C(NCC4CCOCC4)C(=C3)[N+]([O-])=O)C(OC3=CN=C4NC=CC4=C3)=C2)=C(C1)C1=CC=C(Cl)C=C1,C45H50ClN7O7S,C,Antineoplastic Agents
venlafaxine,93413-69-5,COC1=CC=C(C=C1)C(CN(C)C)C1(O)CCCCC1,C17H27NO2,B2,Central Nervous System
verapamil,52-53-9,COC1=C(OC)C=C(CCN(C)CCCC(C#N)(C(C)C)C2=CC(OC)=C(OC)C=C2)C=C1,C27H38N2O4,C,Cardiovascular System
vericiguat,1350653-20-1,COC(=O)NC1=C(N)N=C(N=C1N)C1=NN(CC2=CC=CC=C2F)C2=C1C=C(F)C=N2,C19H16F2N8O2,D,Cardiovascular System
verteporfin,129497-78-5,COC(=O)CCC1=C2NC(\C=C3/N=C(/C=C4\N\C(=C/C5=N/C(=C\2)/C(CCC(O)=O)=C5C)C(C=C)=C4C)C2=CC=C([C@@H](C(=O)OC)[C@@]32C)C(=O)OC)=C1C,C41H42N4O8,B3,Ophthalmic Drugs
vigabatrin,68506-86-5,NC(CCC(O)=O)C=C,C6H11NO2,D,Central Nervous System
vildagliptin,274901-16-5,OC12CC3CC(C1)CC(C3)(C2)NCC(=O)N1CCC[C@H]1C#N,C17H25N3O2,B3,Endocrine System
vinblastine,865-21-4,[H][C@@]12N(C)C3=CC(OC)=C(C=C3[C@@]11CCN3CC=C[C@@](CC)([C@@H](OC(C)=O)[C@]2(O)C(=O)OC)[C@@]13[H])[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,C46H58N4O9,D,Antineoplastic Agents
vincristine,57-22-7,[H][C@@]12N3CC[C@@]11C4=C(C=C(OC)C(=C4)[C@]4(C[C@H]5C[N@](C[C@](O)(CC)C5)CCC5=C4NC4=CC=CC=C54)C(=O)OC)N(C=O)[C@@]1([H])[C@](O)([C@H](OC(C)=O)[C@]2(CC)C=CC3)C(=O)OC,C46H56N4O10,D,Antineoplastic Agents
vindesine,53643-48-4,[H][C@@]12N3CC[C@@]11C4=CC(=C(OC)C=C4N(C)[C@@]1([H])[C@](O)([C@H](O)[C@]2(CC)C=CC3)C(N)=O)[C@]1(C[C@@]2([H])CN(C[C@](O)(CC)C2)CCC2=C1NC1=C2C=CC=C1)C(=O)OC,C43H55N5O7,D,Antineoplastic Agents
vinflunine,162652-95-1,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)C1=CC(OC)=C(C=C41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CC3=C1NC1=CC=CC=C31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC,C45H54F2N4O8,D,Antineoplastic Agents
vismodegib,879085-55-9,CS(=O)(=O)C1=CC(Cl)=C(C=C1)C(=O)NC1=CC=C(Cl)C(=C1)C1=CC=CC=N1,C19H14Cl2N2O3S,X,Antineoplastic Agents
voriconazole,137234-62-9,C[C@@H](C1=NC=NC=C1F)[C@](O)(CN1C=NC=N1)C1=C(F)C=C(F)C=C1,C16H14F3N5O,B3,Antimicrobials
vorinostat,149647-78-9,ONC(=O)CCCCCCC(=O)NC1=CC=CC=C1,C14H20N2O3,D,Antineoplastic Agents
warfarin,81-81-2,CC(=O)CC(C1=CC=CC=C1)C1=C(O)C2=C(OC1=O)C=CC=C2,C19H16O4,D,Cardiovascular System
ximelagatran,192939-46-1,CCOC(=O)CN[C@@H](C(=O)N1CC[C@H]1C(=O)NCC1=CC=C(C=C1)C(\N)=N\O)C1CCCCC1,C24H35N5O5,C,Cardiovascular System
zafirlukast,107753-78-6,COC1=CC(=CC=C1CC1=CN(C)C2=C1C=C(NC(=O)OC1CCCC1)C=C2)C(=O)NS(=O)(=O)C1=CC=CC=C1C,C31H33N3O6S,B1,Respiratory System
zalcitabine,7481-89-2,NC1=NC(=O)N(C=C1)[C@H]1CC[C@@H](CO)O1,C9H13N3O3,D,Antimicrobials
zaleplon,151319-34-5,CCN(C(C)=O)C1=CC=CC(=C1)C1=CC=NC2=C(C=NN12)C#N,C17H15N5O,C,Central Nervous System
zanamivir,139110-80-8,[H][C@]1(OC(=C[C@H](N=C(N)N)[C@H]1NC(C)=O)C(O)=O)[C@H](O)[C@H](O)CO,C12H20N4O7,B1,Antimicrobials
zanubrutinib,1691249-45-2,NC(=O)C1=C2NCC[C@@H](C3CCN(CC3)C(=O)C=C)N2N=C1C1=CC=C(OC2=CC=CC=C2)C=C1,C27H29N5O3,D,Antineoplastic Agents
zidovudine,30516-87-1,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,C10H13N5O4,B3,Antimicrobials
ziprasidone,146939-27-7,ClC1=C(CCN2CCN(CC2)C2=NSC3=CC=CC=C23)C=C2CC(=O)NC2=C1,C21H21ClN4OS,C,Central Nervous System
zoledronic acid,118072-93-8,OC(CN1C=CN=C1)(P(O)(O)=O)P(O)(O)=O,C5H10N2O7P2,B3,Endocrine System
zolmitriptan,139264-17-8,CN(C)CCC1=CNC2=CC=C(C[C@H]3COC(=O)N3)C=C12,C16H21N3O2,B3,Cardiovascular System
zonisamide,68291-97-4,NS(=O)(=O)CC1=NOC2=CC=CC=C12,C8H8N2O3S,D,Central Nervous System
zopiclone,43200-80-2,CN1CCN(CC1)C(=O)OC1N(C(=O)C2=NC=CN=C12)C1=NC=C(Cl)C=C1,C17H17ClN6O3,C,Central Nervous System
zuclopenthixol,53772-83-1,OCCN1CCN(CC\C=C2\C3=C(SC4=C2C=C(Cl)C=C4)C=CC=C3)CC1,C22H25ClN2OS,C,Central Nervous System
